Dates,50286,91804,10401,58501,60097,10363,41726,25080,30402,32707,38973,75072,39220,21207,31077,24096,47730,45110,35051,54084,10516,38850,75174,21020,26606,64442,33937,58608,15579,58026,56143,11674,48282,39562,25443,24053,50227,40483,24441,48514,51596,47271,90916,63079,53604,57154,12036,77880,47490,14795,23916,75328,76673,21936,20053,64020,22111,31691,51043,47159,68144,58771,75558,45495,54594,67563,65533,41187,62519,56784,65306,52708,58406,41371,70018,75262,62690,32678,73940,64194,60548,17144,48274,61700,11707,54279,51633,48506,48389,50905,65365,27748,19350,75823,22840,17750,64557,50278,15553,88832
19930401,0.004219,0,0.004405,-0.041667,-0.05298,-0.01,0.007092,0,-0.009709,0,0,0,0,0.002841,-0.00578,-0.003584,0.006098,0,0.021739,0.02,-0.009709,0.025641,-0.009615,-0.001923,-0.004405,0,-0.008333,-0.010471,-0.023605,-0.006135,-0.009852,-0.003559,-0.02381,-0.020408,-0.004405,0.021583,-0.002433,-0.046763,-0.007813,0,0.024823,-0.011407,-0.032258,-0.022222,-0.009174,-0.007353,-0.010345,0.107143,-0.003623,0.0125,-0.035714,-0.013158,0.007092,-0.018072,0.034934,-0.005618,-0.043988,0.004348,0.00157,0.003534,-0.005362,0,0,-0.013158,0.031915,0,0.010256,0,0.027027,0,0.008772,0.007692,0.008547,-0.014286,-0.003106,0,-0.005291,0,-0.009009,-0.008658,-0.022989,0.007055,0.004264,0,-0.009404,-0.013605,0.003731,-0.004237,0.043478,-0.013636,-0.009615,-0.007282,0.004706,0.013514,0.022831,0.002283,0.009852,-0.015625,-0.002976,0.076923
19930402,-0.021008,-0.093023,-0.006579,0.021739,-0.05049,-0.050505,0,0.1,0,0,0,-0.013761,0,0.016997,-0.005814,-0.007194,0.006061,0.004808,0.007092,-0.019608,-0.014706,-0.0125,-0.009709,-0.021195,-0.013274,0.030303,-0.02521,0.002646,-0.065934,-0.024691,-0.079602,-0.014286,-0.02439,-0.034722,-0.004425,-0.014085,-0.007317,-0.071698,0.03937,-0.013736,0.024221,-0.015385,0,-0.068182,0.009259,-0.007407,-0.038328,-0.032258,-0.010909,-0.016461,-0.037037,-0.066667,-0.007042,-0.03681,0.018987,-0.016949,-0.015337,-0.004329,-0.034483,-0.014085,-0.008086,-0.021739,0,-0.053333,0.020619,0.043478,-0.048223,-0.009836,-0.026316,0.004831,-0.008696,-0.026718,0,0.014493,-0.056075,-0.022727,-0.026596,0.011494,0,0.004367,-0.011765,-0.011629,-0.010616,0,-0.012658,-0.027586,-0.003717,-0.006383,0,-0.009217,-0.014563,-0.002445,0.01171,-0.026667,-0.026786,-0.004556,0,0.015873,-0.008955,0.071429
19930405,0.021459,0.025641,-0.00883,0,-0.02214,-0.021277,-0.007042,-0.181818,-0.019608,-0.004219,-0.016807,0,-0.028777,-0.013928,0,0.003623,0.006024,-0.004785,-0.014085,0,-0.014925,0,0,0.021654,0,0,0.012931,0,0.016471,-0.012658,0.07027,0,-0.025,0.021583,0,0,0,-0.004065,-0.022727,0.005571,-0.003378,0,0,0.04878,-0.002294,-0.019403,0.014493,-0.066667,-0.011029,-0.004184,-0.012821,0.142857,-0.028369,0.002123,-0.018634,0.005747,0.031153,0,0.012987,-0.014286,0,-0.005556,-0.009709,-0.014085,-0.010101,0,-0.037333,-0.006623,0.027027,-0.009615,0.008772,0,0,-0.014286,0.033003,-0.046512,0.032787,-0.011364,-0.036364,-0.004348,0,-0.016043,-0.015021,-0.027778,0,0.021277,-0.007463,0,0,0.004651,-0.009852,-0.002451,0.009259,0.027397,-0.027523,0,0.019512,-0.015625,-0.003012,0
19930406,-0.021008,-0.025,0.022272,-0.042553,-0.05283,-0.021739,0,0.111111,-0.01,0.004237,-0.008547,0.004651,0.022222,-0.016949,0,0.00361,-0.005988,0,0.014286,0,0.010101,0.012658,-0.009804,0.013487,0.004484,0,-0.004255,0.002639,0.020833,0.00641,0.015152,0.007246,-0.012821,-0.007042,0.004444,0.007143,0.017199,0.012245,0.023256,0.00277,-0.00339,-0.007813,-0.033333,-0.069767,-0.006897,-0.015385,0.017857,0.035714,0.007435,0.008403,0.025974,-0.025,0,-0.023305,0.006329,0,-0.033233,0,-0.004808,0.021739,-0.002717,-0.022346,-0.019608,0.042857,-0.010204,0,-0.055402,0,0.052632,0,-0.034783,-0.039216,0.008475,0.028986,-0.015974,0.02439,0.002646,-0.005747,-0.009434,-0.008734,0,-0.021739,-0.008715,0,0.012821,0.006944,0,0,0,0.013889,-0.024876,-0.007371,-0.004587,-0.026667,-0.004717,-0.029748,-0.009569,0,-0.009063,-0.033333
19930407,0.008584,-0.025641,0.010893,0,-0.043825,0.011111,0,-0.1,0.010101,0.008439,-0.008621,-0.009259,0.014493,0,0.005848,0.007194,0.006024,0,0.007042,0,-0.035,0,0.009901,0.04943,0,0,0,-0.002632,-0.004535,0.012739,0,-0.003597,0,0.028369,-0.004425,-0.003546,0.007246,0.020161,-0.037879,0.016575,-0.010204,-0.003937,0,0.025,0.009259,0,0,0,0.01476,-0.0125,0.050633,0.025641,-0.021898,0.015184,-0.012579,0.028571,-0.00625,0,0.025765,0.021277,0.016349,-0.005714,0.12,0.041096,0,-0.041667,0.017595,-0.003333,-0.05,0,0.009009,0.004082,-0.004202,-0.014085,0.003247,0.047619,0.05277,0.00578,-0.009524,0.008811,0.02381,-0.011111,-0.006593,0,-0.012658,-0.006897,-0.007519,0.004283,-0.041667,0,0,0,0.013825,0,-0.018957,0,0.004831,-0.015873,0.003049,0
19930408,0.017021,0.013158,0.012931,0,-0.1125,-0.021978,0,0.111111,0.01,-0.012552,-0.008696,0,0,-0.022989,0.005814,0.010714,0.005988,-0.009615,-0.006993,-0.02,0.025907,0,-0.009804,-0.014493,-0.004464,-0.058824,0.004274,0.002639,0.020501,0.025157,-0.004975,0.01083,0.012987,-0.013793,0.008889,0.007117,0.007194,0.019763,-0.007874,0,-0.013746,0.003953,0.034483,-0.02439,0.009174,0,0.007018,-0.034483,0,0.021097,0.012048,0,0,0.004274,-0.025478,0,-0.031447,-0.008696,-0.00471,-0.003472,0.005362,0.011494,-0.017857,0,0,0.043478,0.005764,0.003344,0.052632,0,0,0.012195,-0.004219,-0.014286,0.003236,0.068182,-0.005013,-0.011494,0.009615,-0.026201,-0.011628,-0.024345,0.019912,-0.028571,-0.00641,-0.006944,0.007576,-0.010661,0,-0.004566,0,0,0.002273,-0.013699,-0.033816,-0.016509,0,-0.016129,0.006079,0
19930412,-0.008368,0,0.019149,0,0.124413,0,-0.003546,-0.1,-0.009901,0.016949,0.017544,0,0,-0.047059,-0.011561,0.028269,0.005988,-0.038835,0.035211,0,-0.005051,-0.0125,0.009901,0.025735,0.013453,-0.03125,0.017021,-0.002632,0.029018,-0.01227,-0.01,0,0.012821,-0.034965,0.004405,0.007067,0.033333,0.015504,0,0,-0.003484,0.011811,0,-0.025,0.004545,0.015625,0.006969,0.035714,-0.003636,-0.004132,-0.035714,0.025,-0.014925,0.044681,0,0.022222,0.038961,0.008772,0.018927,0.027875,0.018667,0,-0.009091,-0.026316,0.020619,-0.041667,0.025788,-0.04,0,-0.014563,0,0.008032,0.004237,-0.014493,0.012903,-0.042553,0.020151,0,0.047619,-0.013453,0.023529,0.024952,0.008677,0,-0.003226,0,0.011278,0.021552,0,-0.004587,0.010204,0.00495,0.027211,0,0.005,0.026379,-0.009615,0.016393,0,-0.034483
19930413,0.004219,0,-0.010438,0.022222,-0.033403,0,0,-0.111111,-0.01,0.016667,-0.017241,0,-0.007143,0.012346,0.017544,-0.010309,0,0,0,0,-0.005076,-0.025316,0.009804,-0.007168,0.00885,-0.032258,-0.004184,-0.002639,-0.017354,0.018634,0.050505,0.017857,0.012658,0.036232,0.004386,0.003509,0,0.041985,-0.015873,-0.002717,0.006993,0.007782,0,0.025641,-0.004525,0.061538,0.013841,0,0.010949,-0.012448,0.024691,0.04878,0.007576,-0.014257,-0.006536,0.005435,-0.015625,0,0.010836,0.016949,0.013089,0.017045,0.018349,0,0.020202,0,0,-0.013889,0,0.004926,-0.008929,0.031873,0.008439,-0.014706,0.019108,-0.022222,0.02716,0.034884,0.018182,0,0,0.009363,0,0.029412,0.029126,0.006993,-0.003717,-0.00211,0.043478,-0.004608,-0.005051,0.002463,0.033113,-0.027778,0.039801,-0.002336,0,0.032258,0.006042,0.035714
19930414,0.008403,-0.012987,-0.008439,-0.021739,0.021598,0,-0.003559,0,0,0.004098,0,0.009346,-0.05036,0.030488,-0.011494,-0.003472,0,0.010101,-0.006803,0,-0.030612,0.012987,0.009709,-0.001805,-0.004386,0.033333,-0.004202,0.005291,-0.01766,0.02439,-0.009615,0.007018,0,0,0.004367,0,0.004608,-0.014652,0.040323,0.016349,-0.013889,-0.019305,-0.033333,-0.05,-0.018182,-0.036232,0.017065,0,0.00361,0.004202,-0.012048,0.093023,0,0.004132,0,0,-0.003175,-0.008696,0.02144,-0.016667,-0.002584,0,0.018018,-0.054054,0.009901,0,0.050279,0.021127,0,-0.009804,0.009009,0.011583,0.004184,0,-0.003125,0,-0.007212,-0.022472,0.017857,0.004545,0,0.005566,0.002151,0,-0.018868,0.006944,0.007463,0.004228,-0.041667,0.027778,0.005076,0,0,-0.042857,0,-0.035129,0.004854,0.03125,-0.006006,0
19930415,-0.020833,0,0.017021,0.022222,-0.004228,0,0.010714,0,0.005051,-0.004082,-0.035088,0.009259,0.015152,-0.026627,0.011628,0.006969,0,0.005,0.041096,0,0.010526,0.019231,-0.019231,-0.007233,0.008811,0,-0.004219,-0.005263,-0.020225,-0.029762,-0.009709,0.013937,0,0,0.008696,0,0.03211,0.003717,0,0.024129,0.010563,0.003937,-0.034483,0.105263,-0.00463,-0.030075,-0.02349,0,0.003597,-0.004184,-0.036585,0,0.022556,0,-0.013158,0.005405,-0.012739,-0.017544,-0.007496,-0.033898,-0.010363,-0.011173,0.044248,0.014286,0.009804,0,-0.021277,-0.006897,0,0.00495,0.008929,-0.01145,0.004167,-0.014925,0.015674,0.113636,0,0.011494,0,-0.0181,0,-0.01476,-0.006438,0,0,-0.02069,-0.011111,-0.010526,0,-0.004505,0.010101,-0.007371,-0.002137,0.029851,-0.004785,-0.004854,0.009662,-0.030303,0.009063,0
19930416,0.017021,0,0.004184,0,0.038217,0.022472,-0.007067,0.125,-0.005025,-0.012295,-0.009091,-0.009174,0,0.015198,0.057471,0.00692,0.005952,0,0,0,0.020833,0.018868,0.009804,0,0,0,0.004237,0.010582,0.002294,-0.01227,-0.02451,0.003436,0,-0.013986,0.008621,0,0.035556,0.022222,-0.007752,-0.002618,-0.010453,0.007843,0.071429,0.047619,-0.04186,0.023256,0.003436,0.034483,0.010753,0,0.012658,0.021277,-0.014706,-0.004115,-0.02,0,0.016129,0.026786,-0.007553,-0.003509,0.007853,-0.050847,0.042373,0.070423,0,0.043478,-0.019022,0.003472,0.075,0,0,0.003861,0.004149,-0.045455,-0.009259,0.081633,0.002421,-0.011364,-0.008772,-0.013825,-0.011765,-0.018727,-0.00432,-0.028571,-0.012821,-0.021127,0.003745,0,0,-0.004525,0.005,-0.012376,0.002141,-0.014493,-0.038462,-0.034146,0.009569,0,-0.005988,0
19930419,-0.004184,-0.013158,-0.00625,-0.021739,0.047035,0.010989,0.010676,-0.111111,0.010101,0.008299,-0.06422,-0.018519,0.059701,0,-0.038043,-0.010309,-0.005917,0,0.085526,-0.020408,-0.010204,-0.006173,-0.009709,-0.029144,-0.004367,-0.064516,-0.004219,-0.005236,-0.018307,-0.006211,0.035176,-0.017123,-0.075,-0.007092,0,0,0.006438,0,0,-0.018373,0.003521,-0.003891,-0.066667,0.045455,0.002427,0.015152,-0.003425,0.033333,0.014184,0.004202,-0.0625,-0.020833,-0.059701,0.022727,-0.027211,0.010753,0.053968,0.008696,-0.00761,0,-0.023377,-0.071429,0,0.013158,-0.009709,0,-0.00554,-0.00346,0.046512,0.004926,0,-0.011538,-0.004132,-0.047619,0.021807,-0.018868,0.009662,0,-0.053097,-0.018692,-0.035714,-0.003817,-0.004338,0,0.006494,0.021583,0,0.008511,0,-0.009091,-0.004975,0,-0.014957,0,0.005,-0.035354,0.004739,0,-0.012048,-0.034483
19930420,0,-0.026667,-0.02935,0,0.007813,-0.005435,-0.028169,0,-0.02,-0.004115,0.019608,-0.014151,0,0.017964,0,-0.003472,0.005952,0,-0.014303,-0.020833,0,0,-0.029412,-0.020638,-0.004386,0,-0.008475,0.002632,0.018648,-0.0125,0,-0.006969,-0.027027,0,-0.001368,-0.013986,-0.006397,-0.028986,-0.007813,-0.010695,-0.017544,0,0,0.021739,-0.012107,0.007463,0,-0.032258,-0.083916,-0.004184,-0.013333,-0.042553,-0.055556,0.052525,0.006993,-0.037234,0.024096,0,-0.016871,-0.045775,-0.00266,0.00641,-0.03252,-0.038961,-0.009804,-0.041667,-0.044568,-0.017361,0,-0.004902,0,0,0.004149,-0.066667,0.003049,0.019231,0.009569,0,0,-0.004762,0,0.003831,-0.010893,-0.058824,0,-0.028169,0.007463,0.023207,0,0.018349,0,-0.002506,-0.021692,0,-0.004975,-0.005236,-0.023585,-0.015625,-0.018293,0
19930421,0,-0.027397,-0.008639,0.044444,0.001938,0.038251,0.003623,0.125,0.020408,-0.004132,0.028846,0,-0.014085,-0.014706,0.016949,-0.005854,-0.005917,-0.004975,-0.018519,0.021277,-0.005155,-0.012422,0.010101,0.091954,0.004405,0,-0.021368,0.002625,0.02746,0.037975,-0.009709,-0.010526,-0.027778,-0.007143,-0.008696,-0.003546,-0.025751,-0.003731,-0.031496,-0.013514,0.014286,-0.003906,-0.035714,-0.021277,0.014706,0.007407,0.020619,-0.033333,-0.030534,0,-0.067568,0.022222,-0.008403,0.013436,0.006944,-0.01105,-0.005882,0.008621,0.00624,-0.04428,-0.048,-0.019108,-0.042017,-0.013514,0.009901,0,0.014577,-0.003534,0,0.004926,0.00885,0,0.012397,-0.035714,0.00304,-0.075472,-0.00237,-0.011494,0,0,-0.012346,0.015267,0.004405,0,-0.019355,-0.036232,-0.007407,-0.014433,0,0.004505,-0.04,-0.005025,-0.006652,0.014706,-0.005,0.010526,0.004831,0,0.006211,0
19930422,-0.004202,-0.014085,-0.004357,-0.021277,-0.01354,-0.021053,0.00361,-0.111111,-0.01,-0.004149,-0.018692,0.004785,-0.028571,0.023881,-0.011111,-0.007117,-0.005952,0,-0.012579,-0.041667,0,-0.012579,-0.01,0.003509,0,0.034483,-0.004367,-0.005236,0.004454,-0.030488,-0.004902,-0.007092,0.114286,0,-0.004386,0,-0.024229,-0.003745,0.04878,-0.00274,-0.010563,-0.007843,0,-0.043478,0.014493,0,-0.016835,0.068966,0.015748,0.02521,0.028986,-0.065217,0.008475,-0.030303,-0.006897,0.005587,-0.038462,-0.025641,-0.010853,0.015444,0.014006,0.012987,-0.008772,0.013699,0.009804,0,0.008621,-0.010638,-0.044444,-0.009804,-0.035088,-0.035019,-0.016327,0.018519,-0.012121,0,0.009501,0.005814,-0.037383,0.019139,0,-0.015038,-0.013158,0.03125,0.013158,0.007519,-0.011194,0,0,-0.004484,-0.03125,0.002525,0.040179,-0.014493,-0.035176,-0.018229,0,-0.015873,-0.003086,-0.035714
19930423,0,0.014286,-0.017505,-0.021739,0.001961,-0.032258,-0.007194,0.125,0.010101,0.0125,0,0,-0.022059,0.069971,-0.011236,-0.003584,0.005988,0,0.012739,0.021739,-0.005181,-0.012739,0.010101,-0.02972,-0.004386,0,-0.017544,0,-0.008869,-0.050314,0,-0.003571,-0.038462,-0.043165,-0.008811,-0.007117,0.006772,-0.003759,0.062016,0.013736,-0.010676,-0.003953,0,-0.022727,0.004762,-0.022059,-0.010274,0,-0.011628,0,-0.098592,0,0.033613,0.011719,0.013889,-0.005556,-0.018462,0.017544,-0.010972,-0.015209,-0.027624,0.051282,-0.017699,0,0.009709,0.043478,-0.019943,-0.010753,0,-0.009901,0.009091,0,0.004149,0.018182,-0.015337,-0.061224,-0.007059,-0.017341,-0.009709,-0.004695,0.025,-0.01145,-0.011111,0.090909,-0.006494,0,0,-0.006276,0,-0.040541,-0.037634,0,-0.012876,-0.014706,0.005208,0.018568,0,0,-0.003096,0
19930426,-0.008439,0,-0.002227,0.022222,0,-0.011111,0,-0.111111,0.008,-0.00823,0,0,0.030075,0.021798,0,-0.010791,0,-0.01,-0.044025,0,-0.010417,-0.006452,-0.02,-0.036036,-0.008811,-0.033333,0.004464,0,-0.033557,-0.05298,-0.004926,0,0,0,0,-0.003584,-0.033632,-0.049057,0.021898,-0.00271,-0.014388,0.011905,-0.037037,-0.023256,0,0.045113,-0.00346,-0.064516,-0.003922,0.016393,-0.015625,-0.046512,0,-0.013514,-0.020548,0.022346,-0.00627,0.00431,-0.043296,-0.042471,-0.011364,0.012195,-0.018018,0.027027,-0.019231,0,-0.017442,-0.028986,-0.023256,-0.005,0.009009,-0.048387,-0.004132,0.017857,-0.021807,0.021739,-0.016588,0,-0.029412,0,-0.02439,-0.005792,0,-0.055556,0,-0.044776,-0.022642,-0.004211,0,0.028169,-0.03352,0,0.002174,-0.044776,0.015544,0,-0.009615,0,0.003106,0
